Hair Style Name,Normal Price (N$),Barber,Weather,Environment Noise Level,Head Shape,Customer Reaction,Discount Percent,Age Group,Pre Hair Length,Physical Height (m),Body Mass (kg),Date (DDMMYYYY),Client Skin Tone,Styling Time (minutes)
Panga,50,Leo,Cold,Moderate,Triangular,Hurried,20,20-29,Long,1.6506072267284575,59,17/04/2020,Light,45
Panga,20,Leo,Cold,Loud,Square,Worried,0,20-29,Long,1.726358254069962,50,17/04/2020,Light,50
Panga,80,Ben,Cold,Low,Pear,Tired,15,20-29,Long,1.8555583563984634,55,17/04/2020,Light,55
Panga,80,Leo,Cold,Low,Oval,Hurried,15,20-29,Long,1.7427708419663543,58,17/04/2020,Light,47
Panga,70,Tom,Cold,Moderate,Round,Serious,15,20-29,Long,1.6085592355481506,51,18/04/2020,Dark,57
Panga,60,Tom,Cold,Moderate,Triangular,Relaxed,20,20-29,Long,1.8112167565632449,54,18/04/2020,Light,47
Panga,50,Leo,Cold,Moderate,Square,Relaxed,20,20-29,Long,1.716088397045833,59,18/04/2020,Light,57
Panga,80,Tom,Cold,Low,Square,Hurried,15,20-29,Long,1.5366385547635948,50,18/04/2020,Dark,60
Panga,70,Ben,Cold,Loud,Round,Tired,10,20-29,Long,1.7000069765579748,60,18/04/2020,Dark,56
Panga,80,Ben,Cold,Moderate,Triangular,Tired,20,20-29,Long,1.8023507687795641,58,18/04/2020,Light,56
Panga,80,Tom,Cold,Moderate,Oval,Worried,15,20-29,Long,1.7103582464876932,56,18/04/2020,Light,56
Panga,50,Leo,Cold,Loud,Round,Serious,15,20-29,Long,1.7547509577222313,50,18/04/2020,Dark,56
Panga,80,Tom,Cold,Low,Round,Hurried,15,20-29,Long,1.584995739856934,54,18/04/2020,Dark,60
Panga,60,Tom,Cold,Loud,Square,Hurried,20,20-29,Long,1.7382725074384597,50,18/04/2020,Light,45
Panga,80,Tom,Cold,Loud,Pear,Relaxed,10,20-29,Long,1.7018514324125475,52,18/04/2020,Dark,49
Panga,80,Leo,Cold,Low,Heart,Tired,0,20-29,Long,1.530595935622337,57,18/04/2020,Light,43
Panga,60,Ben,Cold,Moderate,Oval,Worried,0,20-29,Long,1.648202742184731,50,18/04/2020,Light,59
Panga,20,Ben,Cold,Low,Oval,Relaxed,15,20-29,Long,1.8610862459972484,52,18/04/2020,Light,59
Panga,50,Tom,Cold,Low,Heart,Worried,10,20-29,Long,1.7890919434914714,51,19/04/2020,Light,57
Panga,80,Ben,Cold,Moderate,Square,Tired,15,20-29,Long,1.6678850029934085,57,19/04/2020,Dark,44
Panga,80,Leo,Cold,Loud,Heart,Hurried,20,20-29,Long,1.5583931446572565,53,19/04/2020,Light,55
Panga,60,Tom,Cold,Moderate,Triangular,Serious,15,20-29,Long,1.774319614342516,56,19/04/2020,Dark,44
Panga,50,Leo,Cold,Moderate,Square,Happy,15,20-29,Long,1.5520968628923542,57,19/04/2020,Dark,51
Panga,80,Tom,Cold,Moderate,Round,Relaxed,0,20-29,Long,1.6555201022151007,54,19/04/2020,Light,47
Panga,70,Ben,Cold,Loud,Square,Relaxed,20,20-29,Long,1.5113769445451237,50,19/04/2020,Dark,49
Panga,80,Ben,Cold,Low,Square,Relaxed,15,20-29,Long,1.8396435452421072,51,19/04/2020,Dark,43
Panga,70,Ben,Cold,Moderate,Pear,Worried,0,20-29,Long,1.7814341547744472,54,19/04/2020,Dark,51
Panga,60,Leo,Cold,Loud,Triangular,Hurried,0,20-29,Long,1.6092345125751333,57,19/04/2020,Light,45
Panga,20,Tom,Cold,Loud,Pear,Serious,15,20-29,Long,1.8009252402249374,50,19/04/2020,Light,42
Panga,80,Leo,Cold,Moderate,Pear,Relaxed,15,20-29,Long,1.7310027185649424,55,19/04/2020,Light,58
Panga,50,Tom,Cold,Moderate,Square,Hurried,10,20-29,Long,1.8664535578641037,51,19/04/2020,Dark,55
Panga,70,Leo,Cold,Low,Heart,Happy,10,20-29,Long,1.5882666203628757,59,19/04/2020,Light,58
Panga,50,Leo,Cold,Loud,Pear,Tired,15,20-29,Long,1.599221648272066,56,20/04/2020,Light,42
Panga,60,Leo,Cold,Moderate,Square,Relaxed,15,20-29,Long,1.7335308099824716,56,20/04/2020,Dark,53
Panga,50,Leo,Cold,Moderate,Heart,Hurried,0,20-29,Long,1.8274735995660158,57,20/04/2020,Light,40
Panga,20,Tom,Cold,Loud,Heart,Happy,15,20-29,Long,1.8735841274025997,55,20/04/2020,Light,59
Panga,80,Tom,Cold,Loud,Round,Relaxed,20,20-29,Long,1.7587885303770303,59,20/04/2020,Dark,48
Panga,80,Ben,Cold,Low,Heart,Relaxed,10,20-29,Long,1.7017012219952523,51,20/04/2020,Light,48
Panga,80,Tom,Cold,Moderate,Square,Happy,20,20-29,Long,1.5271124102515805,55,20/04/2020,Dark,46
Panga,50,Tom,Cold,Loud,Round,Relaxed,0,20-29,Long,1.6160377033709645,51,20/04/2020,Light,49
Panga,60,Leo,Cold,Loud,Round,Hurried,15,20-29,Long,1.8993451530362377,58,20/04/2020,Dark,53
Panga,60,Tom,Cold,Low,Triangular,Hurried,15,20-29,Long,1.6887716629832024,58,20/04/2020,Dark,56
Panga,80,Leo,Cold,Moderate,Round,Hurried,10,20-29,Long,1.8203961820947614,60,20/04/2020,Dark,41
Panga,80,Leo,Cold,Low,Pear,Hurried,15,20-29,Long,1.6114538236423046,52,20/04/2020,Dark,47
Panga,80,Tom,Cold,Loud,Oval,Hurried,20,20-29,Long,1.5734031498535708,59,20/04/2020,Light,57
Panga,80,Ben,Cold,Loud,Pear,Happy,20,20-29,Long,1.6370821998897682,54,20/04/2020,Dark,48
Panga,80,Ben,Cold,Low,Round,Worried,15,20-29,Long,1.8018716945010196,58,21/04/2020,Light,41
Panga,80,Leo,Cold,Moderate,Round,Happy,15,20-29,Long,1.8093133832317791,54,21/04/2020,Dark,53
Panga,50,Ben,Cold,Moderate,Square,Tired,15,20-29,Long,1.5555957486102345,58,21/04/2020,Dark,60
Panga,80,Tom,Cold,Loud,Heart,Hurried,15,20-29,Long,1.6462842075352926,57,21/04/2020,Dark,56
Panga,60,Leo,Cold,Moderate,Pear,Happy,0,20-29,Long,1.7656676705053036,60,21/04/2020,Dark,60
Panga,70,Ben,Cold,Low,Round,Hurried,20,20-29,Long,1.8177220652581645,51,21/04/2020,Dark,52
Panga,80,Tom,Cold,Low,Oval,Worried,20,20-29,Long,1.784215471848606,52,21/04/2020,Light,42
Panga,80,Leo,Cold,Moderate,Square,Worried,0,20-29,Long,1.5281859015205643,50,21/04/2020,Dark,46
Panga,80,Ben,Cold,Loud,Oval,Serious,0,20-29,Long,1.7738604014174064,53,21/04/2020,Light,46
Panga,50,Ben,Cold,Moderate,Round,Relaxed,0,20-29,Long,1.7232258347816805,50,21/04/2020,Light,54
Panga,70,Ben,Cold,Moderate,Oval,Hurried,15,20-29,Long,1.6831665604397639,57,21/04/2020,Light,40
Panga,80,Tom,Cold,Moderate,Oval,Happy,20,20-29,Long,1.8530446790295452,50,21/04/2020,Dark,43
Panga,50,Ben,Cold,Low,Heart,Happy,10,20-29,Long,1.6382485953294226,53,21/04/2020,Dark,57
Panga,60,Tom,Cold,Loud,Heart,Happy,15,20-29,Long,1.8434234597054577,54,21/04/2020,Light,58
Panga,80,Leo,Cold,Low,Round,Worried,20,20-29,Long,1.6116505041654103,56,22/04/2020,Dark,46
Panga,50,Leo,Cold,Loud,Round,Worried,0,20-29,Long,1.5710109054373316,54,22/04/2020,Light,49
Panga,80,Ben,Cold,Moderate,Oval,Relaxed,15,20-29,Long,1.7579534622877482,58,22/04/2020,Light,55
Panga,70,Tom,Cold,Loud,Pear,Happy,0,20-29,Long,1.6371982894557193,58,22/04/2020,Light,41
Panga,80,Ben,Cold,Moderate,Heart,Hurried,15,20-29,Long,1.8831352055883226,60,22/04/2020,Light,56
Panga,20,Tom,Hot,Loud,Square,Happy,15,20-29,Long,1.7011084461304038,56,22/04/2020,Dark,54
Panga,80,Tom,Hot,Moderate,Heart,Tired,20,20-29,Long,1.6092787425769104,58,22/04/2020,Dark,46
Panga,50,Ben,Hot,Loud,Oval,Hurried,0,20-29,Long,1.6451025013847305,55,22/04/2020,Light,45
Panga,20,Ben,Hot,Moderate,Triangular,Relaxed,20,20-29,Long,1.6531172366853069,56,22/04/2020,Light,40
Panga,80,Tom,Hot,Loud,Oval,Happy,20,20-29,Long,1.7593182961056897,59,22/04/2020,Light,55
Panga,80,Tom,Hot,Moderate,Square,Worried,20,20-29,Long,1.8635306871921107,53,22/04/2020,Dark,60
Panga,20,Leo,Hot,Loud,Triangular,Worried,20,20-29,Long,1.7933956577733239,50,22/04/2020,Dark,46
Panga,70,Leo,Hot,Loud,Square,Happy,20,20-29,Long,1.8905041095670752,52,22/04/2020,Light,49
Panga,80,Ben,Hot,Low,Oval,Tired,20,20-29,Long,1.710128391870509,55,22/04/2020,Dark,49
Panga,60,Tom,Hot,Loud,Heart,Tired,20,20-29,Long,1.6970153941196573,51,23/04/2020,Light,58
Panga,80,Tom,Hot,Loud,Round,Tired,0,20-29,Long,1.7960437612951796,59,23/04/2020,Dark,49
Panga,20,Ben,Hot,Loud,Oval,Hurried,15,20-29,Long,1.8231022804778563,58,23/04/2020,Light,42
Panga,50,Ben,Hot,Moderate,Square,Relaxed,0,20-29,Long,1.7848595852152385,55,23/04/2020,Light,60
Panga,80,Tom,Hot,Moderate,Square,Hurried,20,20-29,Long,1.7604458239504206,57,23/04/2020,Light,53
Panga,80,Ben,Hot,Low,Round,Tired,10,20-29,Long,1.7660363490275721,51,23/04/2020,Dark,60
Panga,80,Leo,Hot,Low,Pear,Hurried,10,20-29,Long,1.7032921369425158,60,23/04/2020,Light,47
Panga,50,Ben,Hot,Loud,Pear,Relaxed,20,20-29,Long,1.7957864522944875,60,23/04/2020,Light,45
Panga,80,Leo,Hot,Moderate,Round,Tired,20,20-29,Long,1.6788666505488703,52,23/04/2020,Dark,52
Panga,80,Leo,Hot,Loud,Square,Relaxed,20,20-29,Long,1.895088298592977,59,23/04/2020,Dark,44
Panga,80,Leo,Hot,Moderate,Triangular,Relaxed,15,20-29,Long,1.8508293142046481,60,23/04/2020,Dark,43
Panga,80,Tom,Hot,Low,Triangular,Worried,10,20-29,Long,1.5169478372521255,50,23/04/2020,Dark,45
Panga,20,Tom,Hot,Moderate,Triangular,Worried,10,20-29,Long,1.7322451248932786,52,23/04/2020,Light,57
Panga,80,Leo,Hot,Low,Oval,Relaxed,10,20-29,Long,1.8481918728262103,54,23/04/2020,Dark,50
Panga,80,Leo,Hot,Loud,Square,Tired,15,20-29,Long,1.6833785959135463,60,24/04/2020,Dark,51
Panga,80,Tom,Hot,Low,Square,Worried,15,20-29,Long,1.6520601980558591,50,24/04/2020,Light,55
Panga,20,Ben,Hot,Loud,Round,Hurried,0,20-29,Long,1.8921349467394553,51,24/04/2020,Light,59
Panga,50,Ben,Hot,Loud,Square,Happy,20,20-29,Long,1.782225337328438,51,24/04/2020,Dark,49
Panga,80,Ben,Hot,Loud,Heart,Tired,15,20-29,Long,1.8202918091047384,56,24/04/2020,Dark,42
Panga,20,Ben,Hot,Low,Square,Worried,0,20-29,Long,1.5600620965669547,60,24/04/2020,Dark,59
Panga,20,Tom,Hot,Loud,Round,Serious,20,20-29,Long,1.826486001943477,58,24/04/2020,Light,42
Panga,20,Leo,Hot,Low,Triangular,Serious,15,20-29,Long,1.7362165854377811,51,24/04/2020,Light,44
Panga,80,Ben,Hot,Moderate,Heart,Happy,10,20-29,Long,1.6107439906133825,56,24/04/2020,Light,40
Panga,80,Ben,Hot,Low,Heart,Tired,0,20-29,Long,1.5698473094731409,54,24/04/2020,Light,41
Panga,80,Ben,Hot,Loud,Square,Hurried,20,20-29,Long,1.8956514755699927,51,24/04/2020,Light,54
Panga,70,Ben,Hot,Moderate,Triangular,Happy,15,20-29,Long,1.681696235849212,60,24/04/2020,Dark,55
Panga,20,Leo,Hot,Loud,Round,Hurried,10,20-29,Long,1.5310548222406082,50,24/04/2020,Light,57
Panga,60,Leo,Hot,Loud,Heart,Hurried,10,20-29,Long,1.8078714586453115,57,24/04/2020,Dark,41
Panga,60,Leo,Hot,Loud,Triangular,Hurried,15,20-29,Long,1.8694605750341216,56,25/04/2020,Dark,53
Panga,20,Tom,Hot,Loud,Oval,Worried,15,20-29,Long,1.8894973830669146,53,25/04/2020,Light,47
Panga,50,Leo,Hot,Loud,Pear,Worried,15,20-29,Long,1.7091163793376165,50,25/04/2020,Dark,41
Panga,70,Ben,Hot,Moderate,Pear,Happy,15,20-29,Long,1.899282258689985,57,25/04/2020,Dark,58
Panga,80,Tom,Hot,Moderate,Round,Happy,15,20-29,Long,1.7204343951227306,54,25/04/2020,Light,42
Panga,60,Tom,Hot,Moderate,Pear,Tired,15,20-29,Long,1.6030194811098593,53,25/04/2020,Light,59
Panga,70,Tom,Hot,Moderate,Square,Hurried,20,20-29,Long,1.5664271627244533,56,25/04/2020,Dark,55
Panga,60,Leo,Hot,Low,Square,Relaxed,0,20-29,Long,1.7004276717670437,51,25/04/2020,Light,40
Panga,70,Ben,Hot,Low,Triangular,Relaxed,15,20-29,Long,1.5067827916508358,53,25/04/2020,Dark,56
Panga,80,Ben,Hot,Low,Oval,Tired,0,20-29,Long,1.633911756621965,60,25/04/2020,Dark,54
Panga,80,Tom,Hot,Moderate,Pear,Worried,20,20-29,Long,1.7564227487678252,60,25/04/2020,Dark,47
Panga,60,Leo,Hot,Low,Triangular,Tired,20,20-29,Long,1.6468028827740404,50,25/04/2020,Light,42
Panga,50,Leo,Hot,Low,Pear,Happy,10,20-29,Long,1.7134270787011527,53,25/04/2020,Light,42
Panga,80,Ben,Hot,Loud,Pear,Hurried,0,20-29,Long,1.6986510798548153,59,25/04/2020,Light,56
Panga,80,Ben,Hot,Low,Oval,Relaxed,20,20-29,Long,1.797307802987388,52,26/04/2020,Light,50
Panga,60,Ben,Hot,Moderate,Oval,Hurried,0,20-29,Long,1.7596013983968093,53,26/04/2020,Dark,58
Panga,80,Tom,Hot,Low,Square,Happy,10,20-29,Long,1.874096189052509,51,26/04/2020,Dark,45
Panga,70,Leo,Hot,Moderate,Square,Hurried,15,20-29,Long,1.7986795432774783,59,26/04/2020,Light,52
Panga,80,Leo,Hot,Moderate,Heart,Relaxed,15,20-29,Long,1.8559404195695686,50,26/04/2020,Dark,44
Panga,80,Leo,Hot,Moderate,Round,Relaxed,20,20-29,Long,1.612002178083972,54,26/04/2020,Light,44
Panga,20,Tom,Hot,Moderate,Triangular,Hurried,15,20-29,Long,1.8905513166787538,60,26/04/2020,Dark,52
Panga,80,Leo,Hot,Low,Triangular,Tired,10,20-29,Long,1.756370262187108,56,26/04/2020,Dark,49
Panga,50,Tom,Hot,Low,Pear,Worried,10,20-29,Long,1.619813695031222,50,26/04/2020,Light,51
Panga,20,Ben,Hot,Moderate,Triangular,Hurried,20,20-29,Long,1.774388874991065,56,26/04/2020,Dark,41
Panga,60,Tom,Hot,Moderate,Oval,Happy,20,20-29,Long,1.740978529196165,55,26/04/2020,Dark,46
Panga,80,Ben,Hot,Moderate,Triangular,Worried,20,20-29,Long,1.738940313769902,52,26/04/2020,Dark,45
Panga,20,Tom,Hot,Loud,Heart,Serious,20,20-29,Long,1.6416441886241193,58,26/04/2020,Light,51
Panga,80,Ben,Hot,Loud,Heart,Worried,0,20-29,Long,1.7291780205815255,59,26/04/2020,Dark,54
Panga,50,Ben,Hot,Loud,Pear,Relaxed,10,20-29,Long,1.546234066506827,54,27/04/2020,Light,50
Panga,80,Tom,Hot,Loud,Square,Relaxed,20,20-29,Long,1.7257784928920015,54,27/04/2020,Dark,50
Panga,80,Ben,Hot,Loud,Triangular,Happy,0,20-29,Long,1.5937356971433578,58,27/04/2020,Light,55
Panga,80,Tom,Hot,Loud,Oval,Worried,0,20-29,Long,1.7283430121914536,56,27/04/2020,Dark,48
Panga,80,Ben,Hot,Low,Round,Relaxed,10,20-29,Long,1.8812991172583042,53,27/04/2020,Light,40
Panga,70,Leo,Hot,Loud,Square,Relaxed,10,20-29,Long,1.5250916500761564,54,27/04/2020,Dark,53
Panga,60,Tom,Hot,Low,Heart,Hurried,20,20-29,Long,1.8519930250841146,51,27/04/2020,Dark,60
Panga,80,Leo,Hot,Moderate,Square,Happy,15,20-29,Long,1.6328433286214186,56,27/04/2020,Light,55
Panga,80,Ben,Hot,Loud,Heart,Happy,10,20-29,Long,1.7920724803142056,51,27/04/2020,Light,47
Panga,60,Tom,Hot,Low,Heart,Happy,20,20-29,Long,1.7035625795738687,52,27/04/2020,Light,51
Panga,70,Tom,Hot,Low,Square,Worried,15,20-29,Long,1.8732746808623917,58,27/04/2020,Light,44
Panga,20,Tom,Hot,Low,Round,Worried,20,20-29,Long,1.5983134970944501,53,27/04/2020,Dark,56
Panga,80,Ben,Hot,Moderate,Oval,Happy,15,20-29,Long,1.6703795210899175,59,27/04/2020,Light,43
Panga,20,Tom,Hot,Moderate,Heart,Relaxed,0,20-29,Long,1.8308571271138276,56,27/04/2020,Light,60
Panga,80,Ben,Hot,Moderate,Triangular,Hurried,15,20-29,Long,1.5779100315229266,56,28/04/2020,Light,53
Panga,20,Tom,Hot,Loud,Pear,Worried,0,20-29,Long,1.8412517321417834,50,28/04/2020,Light,50
Panga,50,Ben,Hot,Loud,Round,Relaxed,20,20-29,Long,1.6953746062390733,54,28/04/2020,Dark,41
Panga,80,Ben,Hot,Moderate,Heart,Happy,10,20-29,Long,1.5384295320400214,51,28/04/2020,Dark,52
Panga,80,Leo,Hot,Moderate,Round,Happy,20,20-29,Long,1.8496905677786366,54,28/04/2020,Light,45
Panga,20,Tom,Hot,Low,Round,Serious,15,20-29,Long,1.573667749464458,50,28/04/2020,Light,46
Panga,80,Ben,Hot,Moderate,Pear,Serious,0,20-29,Long,1.733684322122459,60,28/04/2020,Dark,41
Panga,50,Leo,Hot,Moderate,Heart,Relaxed,0,20-29,Long,1.5457461306945908,54,28/04/2020,Dark,40
Panga,20,Ben,Hot,Loud,Triangular,Happy,10,20-29,Long,1.6847325908158293,60,28/04/2020,Light,54
Panga,70,Tom,Hot,Low,Triangular,Worried,0,20-29,Long,1.6545644293830124,57,28/04/2020,Dark,54
Panga,20,Tom,Hot,Loud,Round,Happy,0,20-29,Long,1.8105215339299592,53,28/04/2020,Light,47
Panga,60,Tom,Hot,Low,Pear,Worried,15,20-29,Long,1.6524707192023154,50,28/04/2020,Dark,53
Panga,20,Leo,Hot,Loud,Square,Serious,20,20-29,Long,1.7996389576328584,60,28/04/2020,Light,60
Panga,20,Leo,Hot,Moderate,Heart,Worried,15,20-29,Long,1.6015304038986369,50,28/04/2020,Light,51
Panga,80,Ben,Hot,Loud,Triangular,Worried,20,20-29,Long,1.656793726763378,56,29/04/2020,Dark,40
Panga,60,Ben,Hot,Loud,Heart,Serious,15,20-29,Long,1.5335958364446314,58,29/04/2020,Dark,55
Panga,70,Ben,Hot,Low,Triangular,Happy,10,20-29,Long,1.7331720026242856,54,29/04/2020,Dark,53
Panga,70,Ben,Hot,Moderate,Pear,Serious,15,20-29,Long,1.5895506805286086,50,29/04/2020,Dark,48
Panga,80,Ben,Hot,Low,Triangular,Hurried,20,20-29,Long,1.7777526604726264,57,29/04/2020,Dark,49
Panga,60,Ben,Hot,Loud,Square,Serious,0,20-29,Long,1.8804133532356035,56,29/04/2020,Light,54
Panga,80,Ben,Hot,Loud,Pear,Serious,0,20-29,Long,1.898563386825185,51,29/04/2020,Light,42
Panga,70,Ben,Hot,Low,Round,Hurried,20,20-29,Long,1.8118603098109738,50,29/04/2020,Light,60
Panga,60,Ben,Hot,Loud,Pear,Tired,15,20-29,Long,1.6341020350552227,51,29/04/2020,Light,58
Panga,80,Tom,Hot,Moderate,Round,Relaxed,0,20-29,Long,1.8743454457306576,60,29/04/2020,Dark,52
Panga,80,Tom,Hot,Loud,Oval,Serious,10,20-29,Long,1.8051879187217952,50,29/04/2020,Light,60
Panga,80,Ben,Hot,Loud,Oval,Happy,10,20-29,Long,1.5416327678930708,58,29/04/2020,Light,50
Panga,80,Leo,Hot,Loud,Pear,Worried,20,20-29,Long,1.6823808914591254,53,29/04/2020,Dark,56
Panga,80,Leo,Hot,Moderate,Round,Relaxed,20,20-29,Long,1.8774591326027514,59,29/04/2020,Dark,45
Panga,60,Ben,Hot,Moderate,Oval,Worried,0,20-29,Long,1.7478809080505417,50,30/04/2020,Dark,56
Panga,70,Ben,Hot,Moderate,Round,Serious,10,20-29,Long,1.8586111547373794,53,30/04/2020,Dark,54
Panga,50,Tom,Hot,Low,Triangular,Happy,0,20-29,Long,1.5055142744456576,50,30/04/2020,Dark,56
Panga,60,Leo,Hot,Moderate,Triangular,Relaxed,15,20-29,Long,1.5604142825020475,59,30/04/2020,Light,48
Panga,20,Ben,Hot,Low,Square,Tired,20,20-29,Long,1.8716811450048532,60,30/04/2020,Dark,55
Panga,80,Ben,Hot,Loud,Triangular,Serious,15,20-29,Long,1.7526943533399995,56,30/04/2020,Dark,58
Panga,80,Ben,Hot,Loud,Triangular,Relaxed,10,20-29,Long,1.7986270248735274,54,30/04/2020,Light,50
Panga,60,Ben,Hot,Low,Pear,Hurried,0,20-29,Long,1.6614249845668354,55,30/04/2020,Dark,46
Panga,80,Tom,Hot,Moderate,Triangular,Worried,10,20-29,Long,1.6530662692171998,56,30/04/2020,Dark,56
Panga,60,Leo,Hot,Loud,Round,Serious,10,20-29,Long,1.8099586878288847,56,30/04/2020,Dark,55
Panga,80,Tom,Hot,Moderate,Square,Worried,10,20-29,Long,1.851045012629804,50,30/04/2020,Light,50
Panga,80,Leo,Hot,Moderate,Round,Hurried,0,20-29,Long,1.6449498983852953,57,30/04/2020,Light,49
Panga,80,Tom,Hot,Loud,Triangular,Serious,0,20-29,Long,1.5569842251680117,52,30/04/2020,Dark,48
Panga,50,Leo,Hot,Low,Triangular,Hurried,20,20-29,Long,1.6981099785856426,57,30/04/2020,Light,43
Panga,80,Leo,Hot,Moderate,Pear,Tired,10,20-29,Long,1.5340593632755906,56,1/05/2020,Dark,43
Panga,50,Leo,Hot,Loud,Triangular,Worried,20,20-29,Long,1.7910582765739569,51,1/05/2020,Dark,59
Panga,70,Leo,Hot,Loud,Round,Serious,0,20-29,Long,1.7975845969913322,52,1/05/2020,Light,56
Panga,80,Ben,Hot,Moderate,Round,Serious,10,20-29,Long,1.578555760958822,57,1/05/2020,Light,41
Panga,60,Tom,Hot,Low,Pear,Tired,20,20-29,Long,1.5442514422958058,52,1/05/2020,Dark,43
Panga,80,Ben,Hot,Moderate,Oval,Tired,15,20-29,Long,1.82378459365681,59,1/05/2020,Dark,41
Panga,80,Leo,Hot,Low,Pear,Worried,15,20-29,Long,1.6395556580531085,54,1/05/2020,Light,60
Panga,50,Tom,Hot,Moderate,Triangular,Relaxed,0,20-29,Long,1.7949808661968438,52,1/05/2020,Light,47
Panga,80,Ben,Hot,Low,Pear,Tired,20,20-29,Long,1.8088716515439676,54,1/05/2020,Light,59
Panga,80,Tom,Hot,Low,Heart,Relaxed,20,20-29,Long,1.738533812228513,55,1/05/2020,Dark,59
Panga,80,Tom,Hot,Low,Round,Worried,15,20-29,Long,1.6853627494488126,50,1/05/2020,Dark,46
Panga,80,Leo,Hot,Moderate,Oval,Tired,15,20-29,Long,1.8244028609620508,55,1/05/2020,Light,44
Panga,20,Tom,Hot,Moderate,Square,Hurried,20,20-29,Long,1.652226658268543,58,1/05/2020,Dark,59
Panga,80,Ben,Hot,Loud,Square,Happy,20,20-29,Long,1.54024058041851,52,1/05/2020,Light,55
Panga,70,Tom,Hot,Loud,Heart,Hurried,15,20-29,Long,1.7247180021929434,53,2/05/2020,Light,58
Panga,80,Ben,Hot,Loud,Pear,Happy,0,20-29,Long,1.7444239369238213,50,2/05/2020,Light,51
Panga,20,Leo,Hot,Moderate,Pear,Relaxed,10,20-29,Long,1.6360934661634505,51,2/05/2020,Dark,60
Panga,80,Ben,Hot,Loud,Triangular,Hurried,0,20-29,Long,1.6993582696465568,59,2/05/2020,Light,59
Panga,70,Ben,Hot,Moderate,Oval,Tired,15,20-29,Long,1.7111042726973824,53,2/05/2020,Dark,53
Panga,80,Ben,Hot,Moderate,Round,Serious,0,20-29,Long,1.5814815756517506,60,2/05/2020,Dark,44
Panga,50,Tom,Hot,Moderate,Heart,Tired,20,20-29,Long,1.6069499848308055,54,2/05/2020,Dark,48
Panga,20,Leo,Hot,Low,Square,Worried,0,20-29,Long,1.7522366957305857,52,2/05/2020,Dark,58
Panga,80,Ben,Hot,Moderate,Pear,Hurried,15,20-29,Long,1.8139447974805538,50,2/05/2020,Light,57
Panga,80,Leo,Hot,Loud,Square,Worried,10,20-29,Long,1.6816155948827263,52,2/05/2020,Light,58
Panga,50,Ben,Hot,Low,Heart,Serious,10,20-29,Long,1.5165278560297057,58,2/05/2020,Dark,54
Panga,80,Ben,Hot,Moderate,Oval,Tired,10,20-29,Long,1.5780550261457116,54,2/05/2020,Dark,40
Panga,80,Tom,Hot,Moderate,Oval,Tired,10,20-29,Long,1.6993399680224452,55,2/05/2020,Dark,48
Panga,50,Tom,Hot,Moderate,Pear,Relaxed,0,20-29,Long,1.7783914768212754,53,2/05/2020,Dark,49
Panga,20,Ben,Hot,Moderate,Oval,Happy,15,20-29,Long,1.8112091747562737,51,3/05/2020,Dark,60
Panga,60,Leo,Hot,Loud,Square,Tired,0,20-29,Long,1.8455022723268504,57,3/05/2020,Dark,58
Panga,60,Leo,Hot,Moderate,Oval,Hurried,0,20-29,Long,1.7993416129999245,60,3/05/2020,Light,45
Panga,80,Ben,Hot,Loud,Square,Hurried,0,20-29,Long,1.502681313316272,60,3/05/2020,Dark,41
Panga,80,Ben,Hot,Low,Square,Worried,10,20-29,Long,1.8437476705833382,58,3/05/2020,Dark,48
Panga,80,Ben,Hot,Low,Round,Worried,0,20-29,Long,1.527962643679165,53,3/05/2020,Light,42
Panga,80,Ben,Hot,Low,Triangular,Hurried,15,20-29,Long,1.7973248216623556,60,3/05/2020,Light,43
Panga,60,Ben,Hot,Moderate,Square,Relaxed,0,20-29,Long,1.8637584621075334,56,3/05/2020,Light,59
Panga,70,Leo,Hot,Loud,Heart,Serious,20,20-29,Long,1.7315192810726838,58,3/05/2020,Dark,45
Panga,80,Ben,Hot,Moderate,Oval,Happy,20,20-29,Long,1.6714226262903595,60,3/05/2020,Dark,46
Panga,60,Tom,Hot,Low,Triangular,Serious,10,20-29,Long,1.7723777649268808,54,3/05/2020,Dark,54
Panga,20,Leo,Hot,Low,Oval,Relaxed,10,20-29,Long,1.8139657066043386,53,3/05/2020,Light,41
Panga,50,Ben,Hot,Moderate,Round,Tired,10,20-29,Long,1.7213621414390552,58,3/05/2020,Light,48
Panga,60,Ben,Hot,Moderate,Triangular,Hurried,20,20-29,Long,1.5210658405125135,54,3/05/2020,Light,59
Panga,80,Leo,Hot,Low,Pear,Hurried,10,20-29,Long,1.8973926876444525,55,4/05/2020,Light,48
Panga,20,Ben,Hot,Low,Pear,Relaxed,0,20-29,Long,1.577778229805594,53,4/05/2020,Light,43
Panga,80,Leo,Hot,Loud,Square,Happy,10,20-29,Long,1.506933200553767,58,4/05/2020,Light,48
Panga,80,Tom,Hot,Loud,Triangular,Relaxed,10,20-29,Long,1.7652491600254956,54,4/05/2020,Light,55
Panga,80,Ben,Hot,Low,Round,Worried,20,20-29,Long,1.8562373751400216,50,4/05/2020,Dark,59
Panga,20,Tom,Hot,Low,Heart,Relaxed,0,20-29,Long,1.8677375142148447,56,4/05/2020,Light,59
Panga,20,Tom,Hot,Moderate,Triangular,Hurried,20,20-29,Long,1.5118658765283137,55,4/05/2020,Light,56
